Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36484081,"These Witches Don't Burn (These Witches Don't Burn, #1)",Isabel Sterling,"Sterling, Isabel",,"=""0451480333""","=""9780451480330""",0,3.70,Razorbill,Kindle Edition,336,2019,2019,,2021/12/30,to-read,to-read (#145),to-read,,,,0,0
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,"=""0375508414""","=""9780375508417""",0,4.28,Random House,Hardcover,416,2002,1987,,2021/12/30,to-read,to-read (#144),to-read,,,,0,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.62,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2021/12/30,to-read,to-read (#143),to-read,,,,0,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2021/12/30,to-read,to-read (#142),to-read,,,,0,0
25164304,"Of Fire and Stars (Of Fire and Stars, #1)",Audrey Coulthurst,"Coulthurst, Audrey",,"=""0062433253""","=""9780062433251""",0,3.76,Balzer + Bray,Hardcover,389,2016,2016,,2021/12/30,to-read,to-read (#141),to-read,,,,0,0
51931067,Felix Ever After,Kacen Callender,"Callender, Kacen",,"=""0062820257""","=""9780062820259""",0,4.21,Balzer + Bray,Hardcover,368,2020,2020,,2021/12/30,"to-read, let-s-read-banned-books","to-read (#140), let-s-read-banned-books (#2)",to-read,,,,0,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1408883457""","=""9781408883457""",0,4.17,Bloomsbury Publishing,ebook,848,2019,2019,,2021/12/30,to-read,to-read (#139),to-read,,,,0,0
38355410,Elevation,Stephen  King,"King, Stephen",,"=""1982102314""","=""9781982102319""",0,3.63,Scribner ,Hardcover,146,2018,2018,,2021/12/30,to-read,to-read (#138),to-read,,,,0,0
51475209,Small Pleasures,Clare Chambers,"Chambers, Clare",,"=""1474613888""","=""9781474613880""",0,3.76,Weidenfeld & Nicolson,Hardcover,352,2021,2021,,2021/12/30,to-read,to-read (#137),to-read,,,,0,0
54860443,One Last Stop,Casey McQuiston,"McQuiston, Casey",,"=""1250244498""","=""9781250244499""",0,3.89,Griffin,Paperback,418,2021,2021,,2021/12/30,to-read,to-read (#136),to-read,,,,0,0
28243032,We Are Okay,Nina LaCour,"LaCour, Nina",,"=""0525425896""","=""9780525425892""",0,3.93,Dutton Books for Young Readers,Hardcover,236,2017,2017,,2021/12/30,to-read,to-read (#135),to-read,,,,0,0
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795252""","=""9780062795250""",0,3.80,HarperCollins,Hardcover,448,2018,2018,,2021/12/30,to-read,to-read (#134),to-read,,,,0,0
33385229,"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",0,3.75,Quill Tree Books,Hardcover,389,2017,2017,,2021/12/30,to-read,to-read (#133),to-read,,,,0,0
59218776,Oh. What. Fun.,Chandler Baker,"Baker, Chandler",,"=""1542036445""","=""9781542036443""",0,3.11,Amazon Original Stories,Kindle Edition,47,2021,2021,,2021/12/30,to-read,to-read (#132),to-read,,,,0,0
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""1786495252""","=""9781786495259""",0,4.10,Atlantic Books,Paperback,248,2017,2007,,2021/12/30,to-read,to-read (#131),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.30,Ecco,Paperback,408,2012,2011,,2021/12/30,to-read,to-read (#130),to-read,,,,0,0
55711688,The Other Black Girl,Zakiya Dalila Harris,"Harris, Zakiya Dalila",,"=""1982160136""","=""9781982160135""",0,3.35,Atria Books,Hardcover,357,2021,2021,,2021/12/30,to-read,to-read (#129),to-read,,,,0,0
49090166,"Financial Services Revolution: How Blockchain is Transforming Money, Markets, and Banking (Blockchain Research Institute Enterprise Series)",Alex Tapscott,"Tapscott, Alex",,"=""1988025494""","=""9781988025490""",0,3.79,Barlow Publishing,Hardcover,408,2020,,,2021/12/29,to-read,to-read (#128),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2021/12/29,to-read,to-read (#127),to-read,,,,0,0
16085454,"El nombre del viento (Cronicas del asesino de reyes, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0345805364""","=""9780345805362""",4,4.52,Vintage Espanol,Paperback,880,2013,2007,2021/12/17,2021/10/05,,,read,,,,1,0
20403591,La voce del cuore,Banana Yoshimoto,"Yoshimoto, Banana",Giorgio Amitrano,"=""8858852117""","=""9788858852118""",5,3.19,Feltrinelli,Kindle Edition,22,2013,2013,2021/11/26,2021/11/26,,,read,Un balsamo dolce e ingenuo.,,,2,0
42394599,The Magic Fish,Trung Le Nguyen,"Nguyen, Trung Le",,"=""""","=""""",0,4.49,Random House Graphic,Hardcover,256,2020,2020,,2021/11/09,to-read,to-read (#126),to-read,,,,0,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,"=""152722533X""","=""9781527225336""",0,4.42,Selfpublished,Paperback,288,2018,2018,,2021/11/09,to-read,to-read (#125),to-read,,,,0,0
54497959,Miles Morales: Shock Waves,Justin A. Reynolds,"Reynolds, Justin A.","Pablo  Leon, Geoffo, Ariana Maher","=""1338771485""","=""9781338771480""",0,3.86,Scholastic Inc.,Kindle Edition,128,2021,2021,,2021/11/09,to-read,to-read (#124),to-read,,,,0,0
55102443,My Last Summer with Cass,Mark Crilley,"Crilley, Mark",,"=""0759555451""","=""9780759555457""",0,3.78,"Little, Brown Ink",Paperback,256,2021,2021,,2021/11/09,to-read,to-read (#123),to-read,,,,0,0
58834635,Slow Down... and Sleep Tight,Rachel Williams,"Williams, Rachel",Freya Hartas,"=""1913520307""","=""9781913520304""",0,4.26,Magic Cat Publishing,Hardcover,32,2021,,,2021/11/09,to-read,to-read (#122),to-read,,,,0,0
58531899,Underground,Mirranda Burton,"Burton, Mirranda",,"=""1760631477""","=""9781760631475""",0,4.38,A & U Children,Paperback,272,2021,2021,,2021/11/09,to-read,to-read (#121),to-read,,,,0,0
26030734,"The Wild Robot (The Wild Robot, #1)",Peter  Brown,"Brown, Peter",,"=""0316381993""","=""9780316381994""",0,4.22,"Little, Brown Books for Young Readers",Hardcover,282,2016,2016,,2021/11/09,to-read,to-read (#120),to-read,,,,0,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.85,Gollancz,Hardcover,392,2011,2011,,2021/11/09,to-read,to-read (#119),to-read,,,,0,0
49086125,"The Girl & the Galdurian (Lightfall, #1)",Tim Probert,"Probert, Tim",,"=""0062990462""","=""9780062990464""",0,4.39,HarperAlley,Paperback,247,2020,2020,,2021/11/09,to-read,to-read (#118),to-read,,,,0,0
56931763,The Monster of Her Age,Danielle Binks,"Binks, Danielle",,"=""0734419732""","=""9780734419736""",0,3.83,Lothian Children's Books,Paperback,272,2021,2021,,2021/11/09,to-read,to-read (#117),to-read,,,,0,0
57593396,Anything But Fine,Tobias Madden,"Madden, Tobias",,"=""1761042025""","=""9781761042027""",0,3.95,Penguin Random House Australia,Paperback,336,2021,2021,,2021/11/09,to-read,to-read (#116),to-read,,,,0,0
57969398,Stars in Their Eyes,Jessica  Walton,"Walton, Jessica",Aśka,"=""176099071X""","=""9781760990718""",0,3.93,Fremantle Press,Paperback,216,2021,2021,,2021/11/09,to-read,to-read (#115),to-read,,,,0,0
56980243,Tiny Dancer,Siena Cherson Siegel,"Siegel, Siena Cherson",Mark Siegel,"=""1481486667""","=""9781481486668""",0,3.62,Atheneum Books for Young Readers,Hardcover,257,2021,2021,,2021/11/09,to-read,to-read (#114),to-read,,,,0,0
56933994,Specter Inspectors #1,Bowen McCurdy,"McCurdy, Bowen",Kaitlyn Musto,"=""1646683870""","=""9781646683871""",0,4.13,BOOM! Studios,Kindle Edition,40,2021,2021,,2021/11/09,to-read,to-read (#113),to-read,,,,0,0
50713820,"This Is Our Rainbow: 16 Stories of Her, Him, Them, and Us",Katherine  Locke,"Locke, Katherine","Nicole Melleby, Eric Bell, Lisa Jenn Bigelow, Ashley Herring Blake, Lisa Bunker, Alex  Gino, Justina Ireland, Shing Yin Khor, Mariama J. Lockington, Marieke Nijkamp, Mark Oshiro, Lee Knox Ostertag, Aida Salazar, A.J. Sass, Claribel A. Ortega","=""0593303962""","=""9780593303962""",0,4.13,Knopf,Kindle Edition,288,2021,2021,,2021/11/09,to-read,to-read (#112),to-read,,,,0,0
56817012,Another Kind: A Graphic Novel,Trevor Bream,"Bream, Trevor",Cait May,"=""006304353X""","=""9780063043534""",0,4.41,HarperAlley,Paperback,288,2021,2021,,2021/11/09,to-read,to-read (#111),to-read,,,,0,0
3847921,Il Maestro e Margherita,Mikhail Bulgakov,"Bulgakov, Mikhail",Vera Dridso,"=""8806173731""","=""9788806173739""",5,4.28,Einaudi,Paperback,390,2005,1967,2020/06/25,2020/06/07,,,read,,,,1,0
36545574,Harry Potter e il Prigioniero di Azkaban,J.K. Rowling,"Rowling, J.K.","Jim Kay, Stefano Bartezzaghi, Beatrice Masini","=""8869186121""","=""9788869186127""",5,4.58,Salani,Hardcover,336,2017,1999,,2020/02/21,,,read,,,,1,0
770754,La peste,Albert Camus,"Camus, Albert",,"=""""","=""""",0,4.02,Folio,Mass Market Paperback,279,1972,1947,,2021/11/09,to-read,to-read (#110),to-read,,,,0,0
7312821,Le correzioni,Jonathan Franzen,"Franzen, Jonathan",Silvia Pareschi,"=""8806174495""","=""9788806174491""",0,3.85,Einaudi,Paperback,603,2005,2001,,2021/11/09,to-read,to-read (#109),to-read,,,,0,0
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,"=""0226468011""","=""9780226468013""",5,4.09,University of Chicago Press,Paperback,276,2003,1980,,2021/11/09,,,read,Letto nel 2020 per la mia tesi di laurea.,,,1,0
1807288,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""0553070282""","=""9780553070286""",0,3.47,Bantam Spectra,Hardcover,429,1991,1990,,2021/11/09,to-read,to-read (#108),to-read,,,,0,0
33517723,The Dinner,Herman Koch,"Koch, Herman",,"=""0804190097""","=""9780804190091""",0,3.21,Hogarth,Paperback,311,2017,2009,,2021/11/09,to-read,to-read (#106),to-read,,,,0,0
42448021,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1780899203""","=""9781780899206""",0,3.95,Century,Hardcover,464,2019,2019,,2021/10/03,to-read,to-read (#105),to-read,,,,0,0
15748545,La noche en que Frankenstein leyó el Quijote,Santiago Posteguillo,"Posteguillo, Santiago",,"=""8408025961""","=""9788408025962""",5,4.19,Editorial Planeta,Kindle Edition,163,2012,2012,2021/11/09,2021/11/02,,,read,Storie brevi. Ognuna con un segreto da svelare. Grazie a questo libro ho scoperto un autore di Valencia (città in cui vivo) che inizierò a leggere. Consigliatissimo,,,1,0
18933981,Vanessa e Virginia,Susan Sellers,"Sellers, Susan",Federica Aceto,"=""8865591684""","=""9788865591680""",0,3.43,Beat,Paperback,190,2013,2008,,2021/10/31,no-puedo,no-puedo (#4),no-puedo,,,,0,0
36124936,The Outsider (Holly Gibney #1),Stephen  King,"King, Stephen",,"=""1501180983""","=""9781501180989""",3,4.01,Scribner,Hardcover,561,2018,2018,2021/10/30,2021/10/01,,,read,"Questo libro può essere diviso in due parti. La prima è un poliziesco avvincente, la seconda è un mistero che sembra irrisolvibile. Non uno dei migliori libri di King. <br/>Nota personale: letto in un 30 giorni (ottobre 2021)",,,1,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2021/10/01,to-read,to-read (#104),to-read,,,,0,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",4,3.98,Viking,Hardcover,288,2020,2020,2021/09/20,2021/07/19,,,read,,,,1,0
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,"=""0525522891""","=""9780525522898""",0,3.83,Penguin Books,Paperback,339,2019,2018,,2021/09/13,to-read,to-read (#103),to-read,,,,0,0
13058009,To Be A Cat,Matt Haig,"Haig, Matt",,"=""0370332067""","=""9780370332062""",0,4.03,Bodley Head,Hardcover,320,2012,2012,,2021/09/13,to-read,to-read (#102),to-read,,,,0,0
593109,The Saga of the Volsungs,Anonymous,"Anonymous, Anonymous","William Morris, Jesse L. Byock","=""0140447385""","=""9780140447385""",0,4.00,Penguin Classics,Paperback,145,2000,1000,,2021/09/13,to-read,to-read (#101),to-read,,,,0,0
35546041,The Saga of the Volsungs with The Saga of Ragnar Lothbrok,Jackson  Crawford,"Crawford, Jackson",,"=""1624666337""","=""9781624666339""",0,4.18,"Hackett Publishing Company, Inc.",Paperback,184,2017,1200,,2021/09/13,to-read,to-read (#100),to-read,,,,0,0
370523,Cien años de soledad,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8420471836""","=""9788420471839""",0,4.12,Alfaguara,Hardcover,747,2007,1967,,2021/08/18,to-read,to-read (#99),to-read,,,,0,0
36586697,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""""","=""""",0,3.85,Orion Publishing,Hardcover,330,2019,2019,,2021/08/18,to-read,to-read (#98),to-read,,,,0,0
54482639,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",0,4.12,Riverhead Books,Hardcover,343,2020,2020,,2021/08/18,to-read,to-read (#97),to-read,,,,0,0
12936621,"Un sombrero de cielo (Mundodisco, #32)",Terry Pratchett,"Pratchett, Terry",Manu Viciano,"=""8401339790""","=""9788401339790""",5,4.33,Plaza & Janés,Hardcover,335,2011,2004,2021/08/15,2021/04/01,,,read,,,,1,0
17826233,El duelo,Esteban Hernández,"Hernández, Esteban",,"=""849673076X""","=""9788496730762""",3,2.58,Edicions de Ponent,Hardcover,96,2012,2012,2021/08/12,2021/08/11,,,read,,,,1,0
20698631,Spleen,Esteban Hernández,"Hernández, Esteban",,"=""""","=""""",0,2.00,Usted Ediciones,Paperback,,2013,2013,,2021/08/12,to-read,to-read (#96),to-read,,,,0,0
31850962,Mediterráneo descapotable: Un viaje ridículo por aquel país tan feliz (Spanish Edition),Íñigo Domínguez,"Domínguez, Íñigo",,"=""8416001359""","=""9788416001354""",0,3.69,Libros del K.O.,Kindle Edition,202,2015,2015,,2021/08/12,to-read,to-read (#95),to-read,,,,0,0
35399649,Los límites del deseo,Esteban Hernández,"Hernández, Esteban",,"=""""","=""""",0,4.50,,Unknown Binding,,,,,2021/08/12,to-read,to-read (#94),to-read,,,,0,0
57171300,Plot point,Esteban Hernández,"Hernández, Esteban",Fernando Llor,"=""8417989579""","=""9788417989576""",0,3.50,Nuevo Nueve,Hardcover,72,2021,,,2021/08/12,to-read,to-read (#93),to-read,,,,0,0
3940453,L'uomo senza qualità,Robert Musil,"Musil, Robert","Adolf Frisé, Bianca Cetti Marinoni, Anita Rho, Laura Castoldi, Gabriella Marinoni","=""8806144685""","=""9788806144685""",0,4.19,Einaudi,Paperback,1791,1997,1930,,2021/08/07,to-read,to-read (#92),to-read,,,,0,0
9649410,Bartleby lo scrivano,Herman Melville,"Melville, Herman",Gianni Celati,"=""8807820056""","=""9788807820052""",5,3.93,Feltrinelli,Paperback,116,1991,1853,2021/08/08,2021/08/08,,,read,,,,1,0
184834,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""0974872407""","=""9780974872407""",5,4.31,Planeta Publishing,Paperback,478,2006,2001,2021/08/07,2021/06/27,,,read,,,,1,0
6483211,"El nombre del viento (Crónica del asesino de reyes, #1)",Patrick Rothfuss,"Rothfuss, Patrick",Gemma Rovira Ortega,"=""8401337208""","=""9788401337208""",0,4.52,Plaza & Janés,Paperback,872,2009,2007,,2021/03/01,to-read,to-read (#91),to-read,,,,0,0
28818226,The Return of the Honey Buzzard,Aimée de Jongh,"Jongh, Aimée de",,"=""1910593168""","=""9781910593165""",3,3.56,SelfMadeHero,Hardcover,160,2016,2014,2021/08/07,2021/08/07,,,read,,,,1,0
8067838,Hanno tutti ragione,Paolo Sorrentino,"Sorrentino, Paolo",,"=""8807018098""","=""9788807018091""",0,3.71,Feltrinelli,Paperback,320,2010,2010,,2021/06/27,to-read,to-read (#90),to-read,,,,0,0
3435364,L'intrepida Tiffany e i Piccoli Uomini Liberi,Terry Pratchett,"Pratchett, Terry",Maurizio Bartocci,"=""8804563532""","=""9788804563532""",5,4.30,A. Mondadori,Paperback,311,2007,2003,2021/03/31,2021/03/07,,,read,,,,1,0
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",0,3.81,Tor Books,Hardcover,432,2016,2016,,2021/03/24,to-read,to-read (#89),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",5,3.81,Crown,Hardcover,273,2019,2018,2021/03/01,2021/02/17,,,read,,,,1,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.28,Scribe,Paperback,936,2004,2003,,2020/09/29,to-read,to-read (#88),to-read,,,,0,0
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345538374""","=""9780345538376""",0,4.62,Ballantine Books,Mass Market Paperback,1728,2012,1954,,2021/01/10,to-read,to-read (#87),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.94,Vintage,Paperback,255,2001,1925,,2021/01/10,to-read,to-read (#86),to-read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",0,4.26,Vertigo,Hardcover,296,2005,1990,,2021/01/10,to-read,to-read (#84),to-read,,,,0,0
32237363,Il giardino di Amelia,Marcela Serrano,"Serrano, Marcela",,"=""8858825802""","=""9788858825808""",0,3.89,Feltrinelli,Kindle Edition,248,2016,,,2020/10/10,to-read,to-read (#83),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,,2020/09/29,hasta-el-2019,hasta-el-2019 (#26),hasta-el-2019,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",5,3.87,Penguin,Paperback,368,1995,1955,,2020/09/29,hasta-el-2019,hasta-el-2019 (#25),hasta-el-2019,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2020/09/29,hasta-el-2019,hasta-el-2019 (#24),hasta-el-2019,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2020/09/29,to-read,to-read (#82),to-read,,,,0,0
12938,King Lear,William Shakespeare,"Shakespeare, William",William James Rolfe,"=""""","=""""",0,3.91,Simon & Schuster,Mass Market Paperback,339,2004,1605,,2020/09/29,hasta-el-2019,hasta-el-2019 (#23),hasta-el-2019,,,,1,0
862041,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,"Rowling, J.K.",,"=""0545044251""","=""9780545044257""",0,4.73,Scholastic Inc.,Hardcover,4100,2007,2007,,2020/09/29,hasta-el-2019,hasta-el-2019 (#22),hasta-el-2019,,,,0,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",0,3.86,Penguin Classics,Paperback,453,2003,1667,,2020/09/29,to-read,to-read (#81),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.14,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2020/09/29,hasta-el-2019,hasta-el-2019 (#21),hasta-el-2019,,,,0,0
10692,The Historian,Elizabeth Kostova,"Kostova, Elizabeth",,"=""0751537284""","=""9780751537284""",0,3.80,Time Warner Books,Paperback,704,2005,2005,,2020/09/29,to-read,to-read (#80),to-read,,,,0,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",0,4.09,Everyman's Library,Hardcover,798,1995,1320,,2020/09/29,hasta-el-2019,hasta-el-2019 (#20),hasta-el-2019,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2020/09/29,to-read,to-read (#79),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2020/09/29,to-read,to-read (#78),to-read,,,,0,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukkle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael  Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,4.10,Modern Library,Paperback,625,2001,1844,,2020/09/29,to-read,to-read (#77),to-read,,,,0,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.67,"Little, Brown and Company",Paperback,498,2006,2005,,2020/09/29,hasta-el-2019,hasta-el-2019 (#19),hasta-el-2019,,,,0,0
480204,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston",,"=""0060809248""","=""9780060809249""",0,3.96,Harper Perennial,Mass Market Paperback,360,1987,1910,,2020/09/29,to-read,to-read (#76),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2020/09/29,hasta-el-2019,hasta-el-2019 (#18),hasta-el-2019,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1856,,2020/09/29,to-read,to-read (#75),to-read,,,,0,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,4.10,Penguin Books,Paperback,352,2003,2001,,2020/09/29,to-read,to-read (#74),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2020/09/29,hasta-el-2019,hasta-el-2019 (#17),hasta-el-2019,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2020/09/29,hasta-el-2019,hasta-el-2019 (#16),hasta-el-2019,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,4.33,Signet,Mass Market Paperback,320,2003,1908,,2020/09/29,hasta-el-2019,hasta-el-2019 (#15),hasta-el-2019,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-700,,2020/09/29,hasta-el-2019,hasta-el-2019 (#14),hasta-el-2019,,,,0,0
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""""","=""""",0,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2020/09/29,to-read,to-read (#73),to-read,,,,0,0
527756,The Man Without Qualities,Robert Musil,"Musil, Robert","Burton Pike, Solomon Apt, Sophie Wilkins, Маргарита Иванова","=""0330349422""","=""9780330349420""",0,4.19,Alfred A. Knopf,Paperback,1774,1995,1930,,2020/09/29,to-read,to-read (#72),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",0,3.93,Penguin Classics,Paperback,614,1999,-800,,2020/09/29,hasta-el-2019,hasta-el-2019 (#13),hasta-el-2019,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.45,Riverhead Books,Hardcover,372,2007,2007,,2020/09/29,to-read,to-read (#71),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2020/09/29,to-read,to-read (#70),to-read,,,,0,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин","=""0141439661""","=""9780141439662""",0,4.09,Penguin Books,Paperback,409,2003,1811,,2020/09/29,to-read,to-read (#69),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1847,,2020/09/29,hasta-el-2019,hasta-el-2019 (#12),hasta-el-2019,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.57,Penguin Classics ,Paperback,720,2003,1851,,2020/09/29,to-read,to-read (#68),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2020/09/29,to-read,to-read (#67),to-read,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",0,3.91,Penguin,Paperback,288,2003,1818,,2020/09/29,to-read,to-read (#66),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/09/29,to-read,to-read (#65),to-read,,,,0,0
